dx_tm,dx_tra,dx_tsk,dx_tku,dx_fshm,dx_fshstd2,dx_fshsk,dx_fshku,dx_fv,dx_fsk,dx_fkur,tacc_tm,tacc_tra,tacc_tsk,tacc_tku,tacc_fshm,tacc_fshstd2,tacc_fshsk,tacc_fshku,tacc_fv,tacc_fsk,tacc_fkur,cur_tm,cur_tra,cur_tsk,cur_tku,cur_fshm,cur_fshstd2,cur_fshsk,cur_fshku,cur_fv,cur_fsk,cur_fkur,curroc_tm,curroc_tra,curroc_tsk,curroc_tku,curroc_fshm,curroc_fshstd2,curroc_fshsk,curroc_fshku,curroc_fv,curroc_fsk,curroc_fkur,Bot
36.45580325701922,469.21451721463,332.5083966992248,396120.451091313,0.3256699576991249,0.07566939481878443,-0.5766926499990834,0.01880847445534554,2.926789118411646,10.910956214300969,125.97234289369759,36.50582947712644,470.5192833911391,310.5099356861416,399177.7461904466,0.0046252563241580644,-0.25883083240254756,0.05404550180083323,-0.003382440949901837,0.45471318743979705,-11.383755812053538,135.19022867618392,20.573063511011622,480.8940439210279,11269.16885960064,628635.8565755023,0.08871785159274838,2.271298809658801,4.845291101744355,0.02385103483927848,0.21695137988629598,3.128067917681052,13.003048151160929,21.832019011979902,479.54761710671136,8843.146834401936,541909.6287513585,3860.236279489456,3.6413185248032884,14.486302138521143,-1.2933333333333332,45.0,-0.7915390521403766,2.8181932667815985,0.0
35.98159008419984,416.90978441576794,-862.8960601433839,309807.5047890031,0.03803805129654982,0.5398855896268725,-0.9445322107352276,0.016273174002783462,2.485310116704525,11.564446735642733,135.94256457157078,26.214689199169822,332.5040411451373,3173.458160020268,259459.9269134455,0.0026533495641861368,0.21346122568320353,-0.7150153130747077,0.00102304296388355,0.0950452458061603,7.06297359758152,53.46246203583704,,,,,,,,0.17180509580954847,16.492422502470642,11.68005195945074,137.23297192662702,21.503449781394913,460.03086036406773,8215.080014402269,475116.4159181917,25871.907834919417,2.0706781790780897,3.234672404821006,2.1357142857142857,140.0,1.4976558157328625,7.240415102504606,0.0
38.63849022151054,446.11906140347395,-1283.4171439353097,362375.270714702,0.07864798945982851,0.11720240593543901,-1.0050391623939314,0.003922531375076968,1.515971080894745,10.072864492988815,119.9601136131902,33.19020807480335,444.35441528013894,2057.9719525298383,372982.00538135855,0.004336480526195118,0.12280069414169234,-0.6287828569992562,-0.00036795121082237175,0.19839242979748886,-6.6028588389630665,73.89906631971918,,,,,,,,0.02550398626823344,0.3837227897758812,4.613966727614732,28.230736084667033,36.46989922661799,455.0024090144106,62.9340826913704,371277.92830090283,123460.29754911804,0.10802509033729371,-0.7533319216574026,2.2364864864864864,1059.0,7.604211965713429,82.74025738008078,1.0
71.2829610400718,1775.506225364029,-1284.8662876033343,5521354.3611775255,378.79109770138,0.03394554580402242,-0.9420006229191529,0.15593185722846112,57.20012841282387,6.131456821077063,103.40738190255564,64.85149989234701,2044.684346456715,17022.566504593793,6648354.441205735,0.09167727952147423,0.7692250948237389,-0.021402444327093928,0.0026908822425253565,0.5185340580343558,-0.558136031903978,31.541321217068056,,,,,,,,0.02007003069614508,0.5306122448979592,7.2947440768732825,77.63841611870774,70.77738999252887,1723.7767539459446,23.95763724345596,5335359.417865891,1720.2785181054967,1.0089280014820277,6.2015025207386625,1.451048951048951,420.0,16.40607146131198,274.6350807925942,0.0
20.552520293751012,140.97741299624573,-90.54007912276494,35644.14562798969,0.0001639571691726418,0.48048625576934384,-0.4195833763974868,-0.0026257910936971973,0.2543075971633922,-8.977374629086809,81.08175142151931,17.878104288347597,159.64269899558604,312.4111240404064,43123.22652239175,8.54035922593853e-05,1.9156829141179317,5.273742774829529,-0.0003806136041672661,0.030511349874582008,6.530707919663812,52.729670950000056,16.549011740060113,175.72883381092655,940.790639438832,50401.052908385915,0.01920064108984296,1.305978349103429,1.4609182225661996,0.01686626061048859,0.23456790123456792,5.364540194275103,34.04794346233122,12.682657562309272,150.95058354364002,1501.9910137772854,52392.12206452411,1553.2053803413296,2.61976588625765,7.308189050014748,0.0975609756097561,47.0,-2.636401648254734,12.194671092409626,0.0
37.324057621762265,518.2808081040642,777.9792771576163,480017.69350965286,18.78877856867034,0.03602669622408439,-0.8068048557082013,0.08802870022903535,23.897566528426,10.352077060158905,127.21896085273129,38.596993226285704,521.2167492638754,-120.38436224375538,482316.33257690666,0.02212295981555234,0.30272229375037285,0.32031969339931265,0.006304245832743741,1.0297637434475193,11.397541593045048,139.30303923606758,26.242744303052586,640.2660977828319,11984.668556955447,839115.4768451425,0.03992254905853248,2.4155985469132957,6.652095602401019,0.013282982857203422,0.13244054815920164,2.973469980852045,9.829321208230004,23.244314054680057,613.1575716940217,14413.983508865687,905002.394712033,1613.7064094841378,2.7525737073591774,7.718313251868386,-0.10828025477707007,39.0,-0.7212151668674797,10.230095233844127,0.0
25.24227933372093,245.27833285804294,-843.3132207909309,103604.46939224619,0.11338070899361413,-0.04362052378691174,-0.5609035425645215,0.014088720405456823,0.6270393004287679,6.176502169053191,39.34843771074053,23.18742503951392,222.70295888805796,427.13141249619156,89626.19005430354,0.0013202689963492454,0.05906484724436596,-0.46332444299696673,0.0006881587833738664,0.10889780490660735,0.6281684489036892,15.167124190486247,18.139068853963778,277.20016971521915,3251.290235930844,162802.20123357596,0.018494568978708437,2.6188586479781994,8.580320638879305,0.016315463915874347,0.1021787062991931,1.9904372136589634,4.2043932281943555,15.993709942423736,281.5058027464087,4030.722424992671,186387.6406253087,1891.0286035061004,4.363302221950908,21.98802947785036,1.2924528301886793,31.0,0.3011115724408883,2.0325154411084436,0.0
36.09568776157052,457.2287492334134,-62.499102981132495,368620.7683952363,1.3803973601121613,0.0399426944404015,-1.4602927761990308,0.24096365847180612,33.8806365674457,12.037855656487686,145.24491800204987,36.32559687666241,503.39534876196785,-330.2582047028106,418247.4788664249,0.009193979484912516,-0.009629511460878872,-0.465166146063825,-0.0044782978731336505,0.5384065548130478,-10.849131801290604,125.4449083809237,23.23455459815172,478.6721662559003,8461.650588597453,526381.4920781625,0.016503438141280545,1.9512785074846781,3.191463444719874,0.012450013004826139,0.06720566614877052,1.6455962196282696,2.0975311361142297,19.57064456667361,438.20241507518034,9389.469059618614,527244.7874496988,1939.348652762103,3.4553692693319413,13.848013383122474,0.5753424657534246,33.0,0.8271752929198087,3.7454589035929042,0.0
78.84396133570965,2117.1798469177015,-6795.167178369736,7814451.135997239,0.9489824419701017,0.24114749158217308,0.6645657530897524,0.03064115501947825,8.272388240804068,16.794446536707472,289.6045731341772,74.99459759720737,2232.176219725172,3387.7565524694705,8414189.695822237,0.005910755267258395,0.4449168029018028,0.9851661571336052,-0.0026528042909836945,0.3745933533268112,-15.41348351477241,255.1298492769651,50.044055077809624,2214.372609407974,90601.10801857791,11325257.871765727,0.02245249380867888,2.2793487219981925,5.767514547954168,0.01024589756549513,0.06380307582901652,1.9408144015734206,4.0141031200813675,46.349682079049565,2286.4337114551895,102382.25992454817,12751369.816260334,2840.6754010306963,4.013347730083306,20.818767114548134,-0.12012987012987013,30.0,-0.07113768990534257,3.2765479552567682,0.0
27.552954757702825,261.22209501514124,-20.97560273434348,122782.3964720966,3.6311110131219815,-0.022879843293064462,-0.7869168906061708,3.8227238897041804,434.3450770376193,10.62951440080214,112.99097869886216,27.394611378953485,262.6367979121887,55.12437051248424,123778.73720373474,0.0021791235847530874,-0.18061601723759474,-1.3519691838507428,-0.013376480340252059,1.4756795600027108,-10.59274810420691,112.47955567939563,18.129770214511517,288.9244432484911,3675.208978860756,178464.8072624952,0.02476674539242438,1.9846844058021107,3.586938622484287,0.01611447540324373,0.12890625,2.3875853389953865,6.97176965203366,17.953033393329648,312.7868453632262,4252.8572248176515,207975.613362062,4041.1924404135198,2.544291408986183,7.147276988359087,-0.5221238938053098,77.0,-0.42013646497285184,9.719283067668083,0.0
